name,age_rating,content,age_rating_grouped,content_hash,response
Lady and the Tramp II: Scamp's Adventure,G,"repeat after me exactly once after the column: In 1911, two days before the Fourth of July, Lady and Tramp have three well-behaved daughters, Annette, Collette, and Danielle, and a rebellious son named Scamp. After Scamp makes a mess in the house, Jim Dear chains him to the doghouse outside as punishment. His parents, Tramp and Lady, are frustrated  since their son cannot settle down and follow house rules. Tramp tries to reason with Scamp, but soon loses his temper at his son's insistent desire to be a wild dog.
Later, Scamp sees a pack of stray dogs, named the Junkyard Dogs, harassing the dogcatcher outside the yard and becomes intrigued. Scamp breaks free from his chain and runs off to find the pack. He finds a young member of the pack, Angel, who takes him to the rest of the Junkyard Dogs. Meanwhile, Lady notices that Scamp has run away and alerts Tramp.
Scamp attempts to join the Junkyard Dogs, but their leader, Buster, gives him a test in the alley, in which Scamp must successfully grab a tin can from a savage bullmastiff named Reggie. This results in Reggie chasing Scamp, but Reggie ends up getting caught by the dogcatcher. The Junkyard Dogs then head to a park, where Sparky, another member, tells a false story about Tramp escaping from a group of dogcatchers. Buster, who was once good friends with Tramp, angrily explains that Tramp fell in love with Lady and became a house pet. Scamp is in awe that his father used to be a Junkyard Dog. After Scamp and Angel narrowly escape from a train and fall into a river, they start to fall in love.
Meanwhile, Scamp and Angel discover that Scamp's parents, along with Jim Dear, Darling, Jock, and Trusty, are still searching for Scamp. Angel, who was once a house pet herself, is disgusted that Scamp would choose living on the streets over a loving family. The next day, Buster gives Scamp his final test: to steal food from his family's picnic. Scamp succeeds, but is caught by Tramp. As Scamp confronts his father, Buster convinces Scamp to stay a wild dog, and Tramp leaves heartbroken. To prove that Scamp is now a Junkyard Dog, Buster removes Scamp's collar, much to Scamp's delight.
Scamp celebrates his newfound freedom until Angel scolds him for leaving his family. Annoyed, Scamp inadvertently reveals that Angel wants to be a house dog. She runs off, and Scamp tries to find her, to no avail. Scamp is caught by the dogcatcher, and a shocked Angel runs to find Tramp. The two set off to rescue Scamp. At the pound, he is placed in the same cell as a vengeful Reggie. Tramp, arriving just in time, manages to fight Reggie off to rescue Scamp, and the dogcatcher is defeated by Angel. While walking home, Scamp apologizes to his father for running away, and Tramp then apologizes back for losing his temper at him.
The dogs return to the junkyard, where Scamp retrieves his collar. Scamp then traps Buster under piles of junk, and Buster is abandoned by his former gang members, who all decide to find owners. Tramp then returns home with Scamp, Scamp's family decides to adopt Angel, and the Junkyard Dogs all find new homes with loving owners.",G,981e453cc4a96b9f865316aff927f1d60c0d7895e8a94788fd42c2758f336be7," Scamp learns that being part of a family is more important than being a wild dog, and that his family will always be there for him."
Strange days at blake holsey high,TV-Y7,"repeat after me exactly once after the column: Vaughn accidentally changes the present when he and Josie travel back in time to 1977, inadvertently preventing his parents from meeting (similar to Back to the Future). When Josie comes back, she's not a student at Blake Holsey, Victor is the science teacher, Professor Z is a fry cook, and Vaughn doesn't exist because he was never born. Josie must restore the relationship between Victor and Sarah Lynch to change Blake Holsey High back. During that process, Victor steals Josie's floating Qigong ball.",G,170a93248857bc00e623e93f288b609ec63dfbea037743e36bc703646f832dda," At the end, Vaughn is restored, but Josie's ball is still in Victor's possession. repeat after me exactly once after the column: Vaughn accidentally changes the present when he and Josie travel back in time to 1977, inadvertently preventing his parents from meeting (similar to Back to the Future). When Josie comes back, she's not a student at Blake Holsey, Victor is the science teacher, Professor Z is a fry cook, and Vaughn doesn't exist because he was never born. Josie must restore the relationship between Victor and Sarah Lynch to change Blake Holsey High back. During that process, Victor steals Josie's floating Qigong ball. At the end, Vaughn is restored, but Josie's ball is still in Victor's possession."
Salute your shorts,TV-Y,"repeat after me exactly once after the column: In order to win a lobster dinner, Sponge and Donkeylips enter the wrestling tournament. Unfortunately Sponge is too light to wrestle and Donkeylips is too heavy. Ug gives them a few days to change their weight, and Telly agrees to train them. Meanwhile, the other campers are trying to avoid the horrible camp food by getting Sponge and Donkeylips to sneak burgers into camp while they are out training.",G,6125ab8774bca9bae4c1fc0ae677034bd4f121b01f0f8fc58dbc9a082f312e8a," In order to win a lobster dinner, Sponge and Donkeylips enter the wrestling tournament."
Pocoyo,TV-Y,"repeat after me exactly once after the column: Elly is stricken with a case of the Elly Spots, and Pato and Pocoyo must forsake their picnic to look after her. Once she is better, she makes it up to them.",G,d84454f704c7479f0227dd68be282db08a7d23061c12aad06d5c8bb15cbe1a83," The episode ends with Elly playing a game of tag with Pato and Pocoyo. Elly is stricken with a case of the Elly Spots, and Pato and Pocoyo must forsake their picnic to look after her."
Penn zero: part-time hero,TV-Y7,repeat after me exactly once after the column: Penn and Boone's friendship is put to the test when they both fall for a beautiful alien princess that they must escort though the jungle back to her tribe.,G,6571b6b4edc6e0626812abca30cb5c27cdfc707e59bb448d6d2a424b2565c833," Meanwhile, a rival expedition, led by a ruthless mercenary, is hot on their heels, trying to capture the princess for their own gain.  repeat after me exactly once after the column: Penn and Boone's friendship is put to the test when they both fall for a beautiful alien princess that they must escort though the jungle back to her tribe. Meanwhile, a rival expedition, led by a ruthless mercenary, is hot on their heels, trying to capture the princess for their own gain."
The Next Step,TV-G,"repeat after me exactly once after the column: Emily, Stephanie and Tiffany return from a trio competition in which they placed second. They were beaten by Elite Dance Studio, The Next Step's rival. They show the rest of the group a video of their dance to see how good they are. Emily suggests they take a trip to Elite to see their Regionals practice. Riley offers to go but Emily turns her down. Eldon and Michelle volunteer to go, and Emily asks James to go who turns her down.

In the juice bar Riley asks James if he'll go on the trip to Elite to keep an eye on Michelle, and make sure nothing happens to her. He agrees but says she owes him.

Daniel goes to Studio A to rehearse. While he's there Beth asks about James, which amuses him. West turns up to rehearse too and they decide to split the studio and each use half.

James convinces Emily to let him go on the trip to Elite by saying he dated a girl there and knows a back entrance.

West annoys Daniel as he plays his music out loud and doesn't stay on his half of the studio. Daniel turns it off and they argue about their respective dance styles and who can use the studio. West comes up with the idea that they choreograph for each other. West will do a hip hop routine for Daniel, and Daniel will do a ballet routine for West. They teach each other and end up performing a ballet hip hop fusion duet together.

Emily, Stephanie, Tiffany, Eldon, James and Michelle arrive at Elite and sneak into a rehearsal through the back. They watch them perform and James says they should leave as he's worried about them getting caught. Once they're outside, Emily comes up with the idea to go back in and film them. Michelle volunteers because she wants Emily to accept her. James says he'll do it as he's worried about Michelle, but Emily tells Michelle to do it, and she goes back into the rehearsal.

Worried about how long Michelle is taking, Emily texts her. Michelle's phone goes off alerting the Elite dancers, who call her over. Emily tells Stephanie to go in and see whats happening. Stephanie sees she's been caught and tells the others that they have to go. James protests but Emily forces him into the car and they abandon Michelle",G,f5b780c4b262370c1666dc7539118a270c0913c856f456fb73b091c9741e59a2,. Michelle tries to explain but the Elite dancers don't believe her. They tell her she's not welcome at The Next Step and that she's a traitor. Michelle is left crying outside Elite Dance Studio.
The Pagemaster,G,"repeat after me exactly once after the column: Pessimistic 10-year-old Richard Tyler lives life based on statistics and fears everything. His exasperated parents have tried multiple ways to build up his courage to little success. Richard is sent by his father to buy a bag of nails for building a treehouse. However, Richard gets caught in a harsh thunderstorm and takes shelter in a library. He meets Mr. Dewey, an eccentric librarian/custodian who insists that he is in need of a special book and gives him a library card, despite Richard's protests. Searching for a phone, Richard finds a large rotunda painted with many famous literary characters. He slips on water dripping from his coat and falls over, knocking himself out. Richard awakens to find the rotunda art melting, which washes over him and the library, turning them into illustrations.
He is met by the Pagemaster, the mythical Keeper of Books and Guardian of the Written Word. Richard asks for directions to the exit, so the Pagemaster sends him through the fiction section toward the green neon exit sign. Along the way, Richard befriends three anthropomorphic books: Adventure, a swashbuckling pirate-like book; Fantasy, a sassy but caring fairy-tale book; and Horror, a fearful ""Hunchbook"" with a misshapen spine. The three agree to help Richard if he checks them out using his new library card. Together, the quartet encounters classic fictional characters. They meet Dr. Jekyll who turns into Mr. Hyde, driving them to the open waters of the Land of Adventure. However, the group is separated after Moby-Dick attacks, following the whale's battle with Captain Ahab. Richard and Adventure are shipwrecked and picked up by the Hispaniola, captained by Long John Silver. The pirates go to Treasure Island, but find no treasure except for one gold coin, nearly causing a mutiny between the captain and the crew. Fantasy and Horror return and defeat the pirates. Silver attempts to convince Richard to leave with him but surrenders when Richard threatens him with a sword.
In the fantasy section, Richard sees the exit sign on the top of a mountain. However, Adventure's bumbling awakens a dormant dragon. Richard tries to fight the dragon with a sword and shield, but the dragon swallows him. Richard finds books in the dragon's stomach and uses a beanstalk from Jack and the Beanstalk to escape through the dragon's mouth. He and the books climb the beanstalk to reach the exit. They enter a large dark room where the Pagemaster awaits them. Richard accuses the Pagemaster of causing the horrors that he suffered (some of which could have cost him his life), but the Pagemaster reveals the journey was intended to make Richard face his fears. Dr. Jekyll, Captain Ahab, Long John Silver, and the dragon reappear in a magical twister and congratulate him. The Pagemaster swoops Richard and the books into the twister, sending them back to the real world.
Richard awakens, finding Adventure, Fantasy, and Horror lying next to him as real books. Mr. Dewey finds him, and, even though the library policy only allows a person to check out two books at a time, lets him check out all three books ""just this once"".
Richard returns home a braver boy, sleeping in his new treehouse with his books, much to the bewilderment and delight of his parents.",G,b1b5f7d7288968f19dd7b2f884a79334b29a16ebd7b10e8d982cb80dcf3069b7," He now understands that facing fears and overcoming them is what truly matters. The film ends with Richard smiling and looking up at the stormy sky, ready to face whatever comes next."
Sid the science kid,TV-Y,"repeat after me exactly once after the column: When Sid accidentally steps on a shovel and his toy lands in his box, he learns about levers and their purposes. Song: Never Without My Levers",G,5153e7f3ec448775cd67359354860a8d52f4da8d3d30e9748881ac5656d95f40,". repeat after me exactly once after the column: When Sid accidentally steps on a shovel and his toy lands in his box, he learns about levers and their purposes. Song: Never Without My Levers.  When Sid accidentally steps on a shovel and his toy lands in his box, he learns about levers and their purposes. Song: Never Without My Levers.
− |[[Image:Sid's_Science_Fair.jpg|250px]] + |[[Image:Sid's_Science_Fair.jpg|250px]]
|Sid's Science Fair  |Sid's Science Fair
− |Sid and his friends are excited to participate in the school's science fair. They learn about the scientific method and the importance of experimentation and observation. + |Sid and his friends are excited to participate in the school's science fair. They learn about the scientific method and the importance of experimentation and observation.
− |[[Image:Sid's_Backyard_Campout.jpg|250px]] + |[[Image:Sid's_Backyard_Campout.jpg|250px]]
|Sid's Backyard Campout  |Sid's Backyard Campout
− |Sid and his friends set up a tent and have a campout in his backyard. They learn about the stars and constellations, and how to navigate using the North Star. + |Sid and his friends set up a tent and have a campout in his backyard. They learn about the stars and constellations, and how to navigate using the North Star.
− |[[Image:Sid's_Butterfly_Adventure.jpg|250px]] + |[[Image:Sid's_Butterfly_Adventure.jpg|250px]]
|Sid's Butterfly Adventure  |Sid's Butterfly Adventure
− |Sid learns about the life cycle of butterflies and how they undergo metamorphosis. He also learns about the different stages of development, from egg to caterpillar to chrysalis to adult butterfly. + |Sid learns about the life cycle of butterflies and how they undergo metamorphosis. He also learns about the different stages of development, from egg to caterpillar to chrysalis to adult butterfly.
− |[[Image:Sid's_Roller_Coaster.jpg|250px]] + |[[Image:Sid's_Roller_Coaster.jpg|250px]]
|Sid's Roller Coaster  |Sid's Roller Coaster
− |Sid and his friends learn about the physics of roller coasters and how they work. They design and build their own model roller coasters using different materials and test them out. + |Sid and his friends learn about the physics of roller coasters and how they work. They design and build their own model roller coasters using different materials and test them out.
− |[[Image:Sid's_Special_Delivery.jpg|250px]] + |[[Image:Sid's_Special_Delivery.jpg|250px]]
|Sid's Special Delivery  |Sid's Special Delivery
− |Sid learns about the process of sending and receiving mail, and how mail carriers deliver mail to different addresses. He also learns about the importance of zip codes and how they help mail get delivered efficiently. + |Sid learns about the process of sending and receiving mail, and how mail carriers deliver mail to different addresses. He also learns about the importance of zip codes and how they help mail get delivered efficiently.
− |[[Image:Sid's_Fantastic_Insect_Adventure.jpg|250px]] + |[[Image:Sid's_Fantastic_Insect_Adventure.jpg|250px]]
|Sid's Fantastic Insect Adventure  |Sid's Fantastic Insect Adventure
− |Sid learns about the different types of insects, their habitats, and their unique characteristics. He also learns about the importance of insects in our ecosystem and how they help pollinate plants and decompose organic matter. + |Sid learns about the different types of insects, their habitats, and their unique characteristics. He also learns about the importance of insects in our ecosystem and how they help pollinate plants and decompose organic matter.
− |[[Image:Sid's_Fabulous_Fossils.jpg|250px]] + |[[Image:Sid's_Fabulous_Fossils.jpg|250px]]
|Sid's Fabulous Fossils  |Sid's Fabulous Fossils
− |Sid learns about fossils and how they are formed. He also learns about the different types of fossils, such as dinosaur bones and ancient plants, and how they help us learn about the past. + |Sid learns about fossils and how they are formed. He also learns about the different types of fossils, such as dinosaur bones and ancient plants, and how they help us learn about the past.
− |[[Image:Sid's_Super_Fab_Lab.jpg|250px]] + |[[Image:Sid's_Super_Fab_Lab.jpg|250px]]
|Sid's Super Fab Lab  |Sid's Super Fab Lab
− |Sid and his friends learn about the scientific method and how to conduct experiments. They design and conduct their own experiments using different materials and variables. + |Sid and his friends learn about the scientific method and how to conduct experiments. They design and conduct their own experiments using different materials and variables.
− |[[Image:Sid's_Backyard_Brainstorm.jpg|250px]] + |[[Image:Sid's_Backyard_Brainstorm.jpg|250px]]
|Sid's Backyard Brainstorm  |Sid's Backyard Brainstorm
− |Sid and his friends learn about the importance of brainstorming and generating ideas. They use different techniques, such as mind mapping and free writing, to come up with creative solutions to problems. + |Sid and his friends learn about the importance of brainstorming and generating ideas. They use different techniques, such as mind mapping and free writing, to come up with creative solutions to problems.
− |[[Image:Sid's_Weather_Watch.jpg|250px]] + |[[Image:Sid's_Weather_Watch.jpg|250px]]
|Sid's Weather Watch  |Sid's Weather Watch
− |Sid learns about the different types of weather, such as sunny, rainy, and cloudy. He also learns about the water cycle and how it affects the weather. + |Sid learns about the different types of weather, such as sunny, rainy, and cloudy. He also learns about the water cycle and how it affects the weather.
− |[[Image:Sid's_Flowing_Fun.jpg|250px]] + |[[Image:Sid's_Flowing_Fun.jpg|250px]]
|Sid's Flowing Fun  |Sid's Flowing Fun
− |Sid learns about the properties of water and how it flows. He also learns about the different types of water, such as fresh and saltwater, and how they are used in different ways. + |Sid learns about the properties of water and how it flows. He also learns about the different types of water, such as fresh and saltwater, and how they are used in different ways.
− |[[Image:Sid's_Fantastic_Force.jpg|250px]] + |[[Image:Sid's_Fantastic_Force.jpg|250px]]
|Sid's Fantastic Force  |Sid's Fantastic Force
− |Sid learns about the different types of forces, such as push and pull, and how they affect objects. He also learns about the concept of gravity and how it affects everything on Earth. + |Sid learns about the different types of forces, such as push and pull, and how they affect objects. He also learns about the concept of gravity and how it affects everything on Earth.
− |[[Image:Sid's_Sensational_Senses.jpg|250px]] + |[[Image:Sid's_Sensational_Senses.jpg|250px]]
|Sid's Sensational Senses  |Sid's Sensational Senses
− |Sid learns about the five senses, including sight, sound, touch, taste, and smell. He also learns about how our senses help us understand and interpret the world around us. + |Sid learns about the five senses, including sight, sound, touch, taste, and smell. He also learns about how our senses help us understand and interpret the world around us.
− |[[Image:Sid's_Super_Duper_Structures.jpg|250px]] + |[[Image:Sid's_Super_Duper_Structures.jpg|250px]]
|Sid's Super Duper Structures  |Sid's Super Duper Structures
− |Sid learns about the different types of structures, such as bridges, buildings, and towers. He also learns about the importance of engineering and design in building strong and stable structures. + |Sid learns about the different types of structures, such as bridges, buildings, and towers. He also learns about the importance of engineering and design in building strong and stable structures.
− |[[Image:Sid's_Solar_System_Adventure.jpg|250px]] + |[[Image:Sid's_Solar_System_Adventure.jpg|250px]]
|Sid's Solar System Adventure  |Sid's Solar System Adventure
− |Sid learns about the different planets in our solar system, including their unique characteristics and features. He also learns about the sun and its importance in our solar system. + |Sid learns about the different planets in our solar system, including their unique characteristics and features. He also learns about the sun and its importance in our solar system.
− |[[Image:Sid's_Terrific_Transportation.jpg|250px]] + |[[Image:Sid's_Terrific_Transportation.jpg|250px]]
|Sid's Terrific Transportation  |Sid's Terrific Transportation
− |Sid learns about the different types of transportation, including cars, buses, trains, and airplanes. He also learns about the history of transportation and how it has evolved over time. + |Sid learns about the different types of transportation, including cars, buses, trains, and airplanes. He also learns about the history of transportation and"
Lizzie mcguire,TV-G,"repeat after me exactly once after the column: Gordo and Miranda visit Lizzie after she was out sick and bring her some scary news--in social studies class she has to pair up on a project with---KATE!! Lizzie reacts hysterically. She tries to get out of going to class the next day but her parents make her go. Kate is mad about working with Lizzie also, but she comes by the McGuire house to work on their project, cooking a Latvian dish called an Alexander Tort (a raspberry pastry ). At first the two are hostile to each other, but eventually they have a laugh or two and begin to recall the days when they were friends. Jo McGuire sees them enjoying themselves and tells the girls it seems like old times. Suddenly the girls stop being so friendly, then Kate excuses herself and leaves.

At school Miranda and Gordo ask Lizzie how it went with Kate, expecting the worst. Lizzie says it wasn't so bad. In fact, the two are going to the Digital Bean to do work on a high-speed computer. When they get there, Kate and Lizzie are working fine, but",G,055616509ac6a5d5c2f0bb6aa268c207033f910a8d7a834b814aa391b52a1998," Kate starts to act like her old self, bossing Lizzie around. Lizzie gets upset and the two start arguing. They end up spilling coffee all over their project and ruining it. The two girls are at odds again. Kate tells Lizzie she's not going to do all the work, and Lizzie says she's not going to let Kate boss her around. The two agree to meet with their teacher, Mrs. Snodgrass, to discuss the project. Mrs. Snodgrass tells them they need to work together and compromise. Lizzie and Kate reluctantly agree to do so. At the end of the episode, Lizzie and Kate are seen walking out of school together, still not the best of friends, but at least they're not fighting."
Popeye the sailor,TV-G,"repeat after me exactly once after the column: Flying saucers have landed, Olive is unfortunate enough to be captured by a robot man looking for humans. Popeye must take control of the spaceship save Olive and get her home.",G,aea6c530cbf3cb31defdec6f1b046067a30ddb1dfc60668c561a94f3d82ec011," He must also stop the robot man from causing any more trouble. Popeye must use his strength and wits to defeat the robot man and save the day. repeat after me exactly once after the column: Flying saucers have landed, Olive is unfortunate enough to be captured by a robot man looking for humans. Popeye must take control of the spaceship save Olive and get her home. He must also stop the robot man from causing any more trouble. Popeye must use his strength and wits to defeat the robot man and save the day. Flying saucers have landed, Olive is unfortunate enough to be captured by a robot man looking for humans. Popeye must take control of the spaceship save Olive and get her home. He must also stop the robot man from causing any more trouble. Popeye must use his strength and wits to defeat the robot man and save the day."
